Gender,Age,Education,Income,Income2,Occupation,State,Relationship.Status,Obligation,Obligation2,NEP,Vacation.Behaviour,rest and relax,luxury / be spoilt,do sports,"excitement, a challenge",not exceed planned budget,realise creativity,fun and entertainment,good company,health and beauty,free-and-easy-going,entertainment facilities,not care about prices,life style of the local people,intense experience of nature,cosiness/familiar atmosphere,maintain unspoilt surroundings,everything organised,unspoilt nature/natural landscape,cultural offers,change of surroundings,Cluster
Male,53,6.0,"$90,001 to $120,000",90-120k,Clerical or service worker,VIC,married,3.93333333333333,Q3,4.4,2.66666666666667,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,yes,1
Female,65,3.0,"$30,001 to $60,000",30-60k,retired,NSW,married,4.43333333333333,Q4,4.13333333333333,3.63636363636364,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no,yes,no,yes,0
Male,48,3.0,"$30,001 to $60,000",30-60k,home-duties,VIC,married,3.33333333333333,Q1,3.33333333333333,1.79310344827586,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,0
Female,63,3.0,"$30,001 to $60,000",30-60k,retired,VIC,married,4.43333333333333,Q4,3.66666666666667,3.72222222222222,yes,no,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,1
Female,36,7.0,"$60,001 to $90,000",60-90k,professional,VIC,married,4.06666666666667,Q3,4.13333333333333,2.18518518518519,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,2
Female,51,8.0,"$90,001 to $120,000",90-120k,small business owner,WA,married,3.96666666666667,Q3,3.6,3.53846153846154,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,1
Male,58,7.0,"$180,001 to $210,000",>120k,professional,NSW,married,4.7,Q4,3.2,3.3,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,1
Female,53,4.0,"Less than $30,000",<30k,Clerical or service worker,QLD,separated or divorced,4.26666666666667,Q4,4.46666666666667,3.61904761904762,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,66,4.0,"$60,001 to $90,000",60-90k,retired,WA,married,3.66666666666667,Q2,2.66666666666667,3.03703703703704,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,0
Male,74,4.0,"$30,001 to $60,000",30-60k,tradesperson,SA,married,2.93333333333333,Q1,3.46666666666667,1.9,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,38,3.0,"$150,001 to $180,000",>120k,professional,NSW,living with a partner,4.36666666666667,Q4,4.0,2.96666666666667,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,0
Male,34,7.0,"$60,001 to $90,000",60-90k,professional,VIC,married,4.73333333333333,Q4,3.46666666666667,3.77272727272727,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,yes,0
Male,58,4.0,"$90,001 to $120,000",90-120k,manager or administrator,NSW,married,3.0,Q1,3.13333333333333,2.96666666666667,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,2
Female,40,4.0,"$30,001 to $60,000",30-60k,small business owner,QLD,married,3.2,Q1,3.93333333333333,2.23333333333333,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,2
Female,55,4.0,,,,NSW,widowed,3.86666666666667,Q3,4.2,4.23529411764706,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,2
Male,30,4.0,"$60,001 to $90,000",60-90k,manager or administrator,QLD,living with a partner,4.16666666666667,Q3,3.8,2.66666666666667,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,1
Male,42,2.0,"$30,001 to $60,000",30-60k,professional,NSW,married,3.36666666666667,Q1,4.13333333333333,,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,58,3.0,"$30,001 to $60,000",30-60k,professional,NSW,single,4.46666666666667,Q4,4.53333333333333,3.39130434782609,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,0
Male,35,3.0,"$60,001 to $90,000",60-90k,manager or administrator,QLD,single,4.26666666666667,Q4,3.46666666666667,2.66666666666667,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,58,1.0,"$90,001 to $120,000",90-120k,Clerical or service worker,QLD,married,4.33333333333333,Q4,4.0,4.1,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2
Female,70,2.0,"$60,001 to $90,000",60-90k,professional,VIC,living with a partner,3.93333333333333,Q3,3.06666666666667,4.5,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,2
Female,60,7.0,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,4.53333333333333,Q4,4.2,4.71428571428571,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,0
Female,32,7.0,"$120,001 to $150,000",>120k,professional,ACT,single,4.26666666666667,Q4,3.73333333333333,3.04545454545455,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,0
Male,20,1.0,"$180,001 to $210,000",>120k,Clerical or service worker,QLD,single,4.5,Q4,4.13333333333333,3.6,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,no,no,0
Male,22,6.0,"$60,001 to $90,000",60-90k,sales,NSW,single,2.9,Q1,3.66666666666667,2.86363636363636,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,1
Male,56,7.0,"$90,001 to $120,000",90-120k,sales,VIC,married,4.1,Q3,2.0,3.69230769230769,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,1
Male,62,6.0,"$90,001 to $120,000",90-120k,tradesperson,VIC,married,4.0,Q3,3.2,2.96666666666667,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,55,2.0,"$60,001 to $90,000",60-90k,Clerical or service worker,NSW,married,3.43333333333333,Q2,3.73333333333333,2.10344827586207,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,2
Male,61,8.0,"$90,001 to $120,000",90-120k,professional,VIC,married,2.53333333333333,Q1,3.8,2.68,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,0
Male,56,7.0,"$180,001 to $210,000",>120k,manager or administrator,Tas,married,4.16666666666667,Q3,2.8,2.76666666666667,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,1
Female,42,6.0,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,single,3.16666666666667,Q1,4.4,2.35714285714286,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,0
Male,38,8.0,"Less than $30,000",<30k,unemployed,VIC,married,4.36666666666667,Q4,3.86666666666667,3.0,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,2
Male,40,7.0,"$90,001 to $120,000",90-120k,manager or administrator,NSW,separated or divorced,2.23333333333333,Q1,2.46666666666667,1.92592592592593,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,1
Male,41,6.0,"$30,001 to $60,000",30-60k,professional,NSW,married,3.96666666666667,Q3,4.53333333333333,2.92,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes,0
Female,23,3.0,"$120,001 to $150,000",>120k,manager or administrator,VIC,single,4.06666666666667,Q3,3.86666666666667,2.65384615384615,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,1
Female,61,3.0,"$150,001 to $180,000",>120k,professional,VIC,living with a partner,3.16666666666667,Q1,3.26666666666667,3.8,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,2
Female,44,7.0,"$90,001 to $120,000",90-120k,professional,QLD,married,1.9,Q1,4.06666666666667,3.53333333333333,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,2
Female,34,3.0,"$30,001 to $60,000",30-60k,home-duties,NSW,living with a partner,4.36666666666667,Q4,3.73333333333333,3.60869565217391,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,2
Female,28,7.0,"$30,001 to $60,000",30-60k,manager or administrator,QLD,single,2.6,Q1,2.66666666666667,1.91304347826087,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,1
Male,55,8.0,"$60,001 to $90,000",60-90k,manager or administrator,VIC,single,4.0,Q3,3.6,2.7,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,2
Female,37,2.0,"$30,001 to $60,000",30-60k,home-duties,QLD,living with a partner,3.1,Q1,3.66666666666667,3.04761904761905,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,0
Female,58,2.0,"$60,001 to $90,000",60-90k,,NSW,married,3.9,Q3,3.4,4.0,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,1
Male,22,3.0,"$60,001 to $90,000",60-90k,professional,QLD,living with a partner,4.33333333333333,Q4,4.26666666666667,2.7,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,2
Male,43,3.0,"$30,001 to $60,000",30-60k,professional,NSW,married,4.13333333333333,Q3,3.46666666666667,2.96666666666667,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,0
Male,20,3.0,"$120,001 to $150,000",>120k,manager or administrator,NSW,single,4.3,Q4,4.4,3.8125,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,2
Female,61,3.0,"$30,001 to $60,000",30-60k,manager or administrator,NSW,single,3.26666666666667,Q1,4.33333333333333,2.76,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,2
Male,56,8.0,"$30,001 to $60,000",30-60k,manager or administrator,NSW,separated or divorced,2.8,Q1,2.86666666666667,2.36666666666667,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,1
Female,29,4.0,"$30,001 to $60,000",30-60k,home-duties,QLD,living with a partner,3.33333333333333,Q1,3.33333333333333,2.61538461538462,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,58,8.0,"$180,001 to $210,000",>120k,professional,VIC,single,2.73333333333333,Q1,3.53333333333333,1.83333333333333,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,2
Male,28,7.0,"$60,001 to $90,000",60-90k,sales,NSW,living with a partner,3.66666666666667,Q2,3.6,2.85,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes,0
Male,25,8.0,"$120,001 to $150,000",>120k,manager or administrator,NSW,single,3.56666666666667,Q2,3.2,3.125,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,yes,0
Male,59,2.0,"Less than $30,000",<30k,unemployed,NSW,married,4.36666666666667,Q4,3.4,3.1,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,1
Male,33,8.0,"$30,001 to $60,000",30-60k,manager or administrator,Tas,single,4.03333333333333,Q3,3.86666666666667,2.33333333333333,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,2
Male,51,3.0,"$150,001 to $180,000",>120k,professional,NSW,married,3.03333333333333,Q1,3.8,2.1,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,2
Female,26,1.0,"Less than $30,000",<30k,sales,VIC,separated or divorced,4.4,Q4,3.33333333333333,4.07142857142857,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,0
Male,59,,,,,NSW,widowed,3.36666666666667,Q1,4.6,2.5,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,0
Female,25,3.0,"$60,001 to $90,000",60-90k,manager or administrator,NT,single,2.7,Q1,3.6,1.8,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,1
Male,33,6.0,"$60,001 to $90,000",60-90k,unemployed,VIC,single,3.96666666666667,Q3,4.0,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,35,7.0,"$60,001 to $90,000",60-90k,professional,QLD,single,3.7,Q2,3.8,3.26666666666667,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,1
Male,28,7.0,"$60,001 to $90,000",60-90k,sales,WA,single,3.16666666666667,Q1,3.4,2.14814814814815,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,1
Female,21,7.0,"$60,001 to $90,000",60-90k,Clerical or service worker,QLD,living with a partner,4.16666666666667,Q3,3.6,2.17857142857143,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,1
Female,57,8.0,"$210,001 to $240,000",>120k,manager or administrator,NSW,married,3.96666666666667,Q3,3.66666666666667,3.2962962962963,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,2
Male,35,3.0,,,manager or administrator,SA,married,2.9,Q1,3.0,2.26666666666667,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,1
Male,32,4.0,"$60,001 to $90,000",60-90k,tradesperson,VIC,married,3.33333333333333,Q1,4.26666666666667,2.96551724137931,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,0
Female,61,1.0,"Less than $30,000",<30k,,VIC,widowed,4.16666666666667,Q3,3.66666666666667,3.0,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,19,3.0,"$90,001 to $120,000",90-120k,Clerical or service worker,VIC,single,1.36666666666667,Q1,2.4,1.75,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,1
Female,43,1.0,"Less than $30,000",<30k,Clerical or service worker,VIC,separated or divorced,3.26666666666667,Q1,3.53333333333333,3.0,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,2
Male,38,8.0,"$90,001 to $120,000",90-120k,manager or administrator,NSW,married,3.7,Q2,3.8,2.47826086956522,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,yes,0
Female,59,2.0,"$30,001 to $60,000",30-60k,Clerical or service worker,NSW,married,3.7,Q2,3.93333333333333,3.26666666666667,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,2
Male,66,7.0,"$60,001 to $90,000",60-90k,small business owner,NSW,separated or divorced,3.7,Q2,3.33333333333333,2.39285714285714,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,0
Female,55,6.0,"$60,001 to $90,000",60-90k,manager or administrator,WA,married,3.7,Q2,3.0,3.20833333333333,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,2
Male,19,1.0,"$90,001 to $120,000",90-120k,unemployed,WA,single,3.1,Q1,4.06666666666667,2.69230769230769,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,0
Male,60,7.0,"$30,001 to $60,000",30-60k,retired,WA,married,3.26666666666667,Q1,3.8,3.16666666666667,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,yes,0
Female,26,6.0,"$30,001 to $60,000",30-60k,home-duties,SA,married,3.93333333333333,Q3,3.8,3.36363636363636,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,2
Male,55,8.0,"$90,001 to $120,000",90-120k,manager or administrator,VIC,living with a partner,4.43333333333333,Q4,4.13333333333333,2.7,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,yes,yes,2
Male,56,7.0,"$60,001 to $90,000",60-90k,Clerical or service worker,VIC,married,4.3,Q4,3.26666666666667,2.5,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,2
Female,61,6.0,"$30,001 to $60,000",30-60k,Clerical or service worker,VIC,married,3.43333333333333,Q2,3.13333333333333,2.93103448275862,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,2
Male,44,6.0,"more than $240,001",>120k,home-duties,QLD,married,3.3,Q1,3.33333333333333,2.63333333333333,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,31,1.0,"$30,001 to $60,000",30-60k,home-duties,QLD,married,3.36666666666667,Q1,3.33333333333333,2.03448275862069,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,2
Female,42,2.0,,,professional,VIC,single,3.63333333333333,Q2,4.06666666666667,3.875,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,1
Male,63,1.0,"$30,001 to $60,000",30-60k,retired,NSW,married,3.46666666666667,Q2,4.46666666666667,3.03333333333333,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,0
Female,34,7.0,"$90,001 to $120,000",90-120k,professional,WA,married,3.4,Q2,3.6,2.73076923076923,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,31,3.0,"$60,001 to $90,000",60-90k,small business owner,NSW,married,3.9,Q3,4.33333333333333,3.07142857142857,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,2
Male,46,3.0,"$30,001 to $60,000",30-60k,small business owner,NSW,living with a partner,4.26666666666667,Q4,4.2,3.125,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,1
Female,21,3.0,"$60,001 to $90,000",60-90k,unemployed,VIC,single,3.93333333333333,Q3,4.0,2.56,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,2
Female,30,3.0,"Less than $30,000",<30k,unemployed,WA,living with a partner,4.03333333333333,Q3,3.93333333333333,3.23809523809524,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,0
Male,39,1.0,"$30,001 to $60,000",30-60k,labourer,VIC,married,4.36666666666667,Q4,3.93333333333333,3.94444444444444,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,0
Female,19,2.0,"$30,001 to $60,000",30-60k,sales,QLD,single,3.96666666666667,Q3,3.73333333333333,3.03846153846154,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,23,7.0,,,Clerical or service worker,NSW,single,4.03333333333333,Q3,3.46666666666667,3.43333333333333,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,0
Male,46,8.0,"$90,001 to $120,000",90-120k,professional,SA,married,3.06666666666667,Q1,4.73333333333333,3.63636363636364,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,0
Female,39,4.0,"$120,001 to $150,000",>120k,sales,WA,married,2.26666666666667,Q1,2.93333333333333,3.5,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,0
Male,39,4.0,"$150,001 to $180,000",>120k,manager or administrator,NSW,single,4.56666666666667,Q4,4.93333333333333,3.42857142857143,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,no,0
Female,19,,,,,VIC,single,3.4,Q2,3.13333333333333,2.375,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,1
Female,59,8.0,"$30,001 to $60,000",30-60k,manager or administrator,SA,separated or divorced,3.1,Q1,3.6,1.7,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,1
Male,76,3.0,"$60,001 to $90,000",60-90k,retired,VIC,married,3.6,Q2,4.13333333333333,1.9,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,2
Female,36,3.0,"$120,001 to $150,000",>120k,Clerical or service worker,QLD,married,4.43333333333333,Q4,3.53333333333333,2.36666666666667,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,1
Female,55,2.0,"$30,001 to $60,000",30-60k,retired,SA,married,3.63333333333333,Q2,3.66666666666667,2.8125,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,2
Male,28,8.0,"$60,001 to $90,000",60-90k,professional,VIC,married,4.83333333333333,Q4,4.2,3.20689655172414,yes,no,no,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,1
Female,33,7.0,,,sales,VIC,single,4.4,Q4,4.46666666666667,3.57142857142857,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,2
Male,59,7.0,"$120,001 to $150,000",>120k,,QLD,married,3.73333333333333,Q2,3.2,2.34615384615385,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,0
Male,41,7.0,"$150,001 to $180,000",>120k,professional,QLD,married,3.56666666666667,Q2,2.93333333333333,2.66666666666667,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,yes,no,yes,1
Male,62,8.0,"$90,001 to $120,000",90-120k,professional,QLD,married,3.2,Q1,3.2,2.31034482758621,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,1
Male,70,3.0,"$30,001 to $60,000",30-60k,retired,VIC,widowed,3.7,Q2,3.53333333333333,3.77777777777778,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,2
Male,64,1.0,"$30,001 to $60,000",30-60k,manager or administrator,QLD,living with a partner,4.76666666666667,Q4,4.93333333333333,2.03333333333333,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,0
Female,30,7.0,"$120,001 to $150,000",>120k,manager or administrator,WA,married,4.6,Q4,4.4,3.85,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,0
Male,48,2.0,"$60,001 to $90,000",60-90k,professional,VIC,married,3.96666666666667,Q3,4.13333333333333,3.16666666666667,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,1
Male,65,1.0,,,retired,QLD,separated or divorced,4.06666666666667,Q3,3.6,3.30434782608696,yes,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,2
Male,57,6.0,"$60,001 to $90,000",60-90k,tradesperson,NSW,married,3.36666666666667,Q1,3.26666666666667,2.66666666666667,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,58,8.0,"$60,001 to $90,000",60-90k,professional,QLD,married,3.9,Q3,3.4,3.07407407407407,yes,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,2
Female,36,7.0,"$90,001 to $120,000",90-120k,unemployed,WA,married,3.9,Q3,3.53333333333333,3.33333333333333,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,1
Female,56,6.0,"Less than $30,000",<30k,Clerical or service worker,NSW,single,3.66666666666667,Q2,3.4,2.75,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,1
Female,43,6.0,"$120,001 to $150,000",>120k,small business owner,NSW,married,2.93333333333333,Q1,2.86666666666667,2.3,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Female,32,7.0,,,professional,NSW,single,3.56666666666667,Q2,4.0,2.27272727272727,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,2
Male,34,8.0,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,3.4,Q2,3.0,2.07142857142857,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2
Male,31,4.0,"$60,001 to $90,000",60-90k,manager or administrator,QLD,married,4.06666666666667,Q3,4.33333333333333,3.23076923076923,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,1
Male,69,6.0,"$60,001 to $90,000",60-90k,small business owner,NSW,married,4.26666666666667,Q4,3.73333333333333,3.4,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,2
Female,36,8.0,"$60,001 to $90,000",60-90k,professional,VIC,single,3.6,Q2,2.73333333333333,2.42857142857143,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,2
Female,41,8.0,"$30,001 to $60,000",30-60k,professional,VIC,separated or divorced,4.33333333333333,Q4,4.0,2.875,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes,0
Female,48,7.0,"$30,001 to $60,000",30-60k,sales,QLD,married,3.66666666666667,Q2,4.53333333333333,2.0,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,yes,1
Male,36,3.0,"$60,001 to $90,000",60-90k,sales,QLD,married,3.86666666666667,Q3,4.33333333333333,3.04761904761905,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,2
Male,59,1.0,"$30,001 to $60,000",30-60k,manager or administrator,SA,living with a partner,4.2,Q3,3.13333333333333,3.53333333333333,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,2
Female,56,7.0,"$180,001 to $210,000",>120k,Clerical or service worker,NSW,married,4.13333333333333,Q3,3.13333333333333,3.18181818181818,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,0
Female,19,1.0,"$30,001 to $60,000",30-60k,,NSW,living with a partner,3.7,Q2,4.53333333333333,2.95833333333333,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,2
Male,36,4.0,"$90,001 to $120,000",90-120k,manager or administrator,NSW,married,4.23333333333333,Q4,3.0,2.93333333333333,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,2
Male,34,7.0,"$120,001 to $150,000",>120k,professional,QLD,married,3.96666666666667,Q3,3.26666666666667,2.80952380952381,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,1
Male,33,3.0,,,,WA,living with a partner,4.16666666666667,Q3,3.73333333333333,2.58333333333333,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,1
